subset,k,finding,n_pos,auroc_mean,auroc_sd_seed,ci_lo,ci_hi
FLAIRax,1,Spinal cord compression,74,0.5781248036318324,0.01249647420506046,0.5068272318516441,0.6289801478424762
FLAIRax,1,Lacunar infarct,213,0.8077940409340575,0.00755403448444983,0.7819642499546828,0.8437138260516844
FLAIRax,1,Silent micro-hemorrhage of brain,195,0.7103171815500583,0.012282123301771714,0.6694476967700381,0.7487583206120931
FLAIRax,1,Cavernous hemangioma,78,0.47897724926710433,0.01664448151935965,0.38173058755894196,0.5394261396883167
FLAIRax,1,Subdural intracranial hemorrhage,44,0.8058717185762859,0.01368866388703962,0.7044117346786415,0.8743310858354064
FLAIRax,1,Gliosis,3534,0.7812082894766624,0.0007785684657096994,0.7705104558703066,0.7911778397832446
FLAIRax,1,Cerebral atrophy,1310,0.9197237849424184,0.0005855237255750225,0.9119765183216569,0.9281347627329329
FLAIRax,1,Encephalomalacia,236,0.7631911063068667,0.007748199586560595,0.7260182148532552,0.7974273438343659
FLAIRax,1,Arachnoid cyst,389,0.7240125496922819,0.0043222003676608,0.6979534569908893,0.7493992407047713
FLAIRax,1,Empty sella syndrome,351,0.6943576383965678,0.009881084965354978,0.6791014525605739,0.7365198020842274
FLAIRax,1,Intracranial aneurysm,61,0.652681940511408,0.01468858269770748,0.5536706316627186,0.7145839224447911
FLAIRax,1,Chiari malformation,56,0.75899742193118,0.020582504100289827,0.6954605366554447,0.8289848535208442
FLAIRax,1,Schwannoma,38,0.7692776168105994,0.013399552656910422,0.7018067847652026,0.8024023279274435
FLAIRax,1,Cyst of pineal gland,103,0.6201624393421606,0.0174606057782196,0.5495245172956053,0.6484564968990433
FLAIRax,1,Hemangioma of vertebral column,31,0.5299736064116435,0.012032786233150463,0.42225678781025616,0.6162075307690638
FLAIRax,1,Cerebral edema,533,0.9033376884819377,0.0008028391171291989,0.8869878197625012,0.9162423523496747
FLAIRax,1,Spinal stenosis,43,0.6072636073456867,0.017172862654621857,0.5388245399572664,0.7106859428189051
FLAIRax,1,Mastoiditis,265,0.6960352829637468,0.0042889130150145375,0.6560162463079842,0.7241214948112805
FLAIRax,1,Chronic mastoiditis,211,0.752152194880911,0.00227999906606506,0.7188646814164286,0.7790553101085098
FLAIRax,1,Ventriculomegaly,889,0.8940829935651271,0.00022272352141466955,0.8825140019939498,0.9054722539886778
FLAIRax,1,Cerebellar degeneration,351,0.8137805467489166,0.005785751047347894,0.7980345997843553,0.8408963877762078
FLAIRax,1,Mega cisterna magna,104,0.7495521308633591,0.01577937596717305,0.6997961693099044,0.8019929563907289
FLAIRax,1,Structure of cave of septum pellucidum,99,0.6873483417490304,0.02276183964064598,0.6048221643267367,0.7197713375193084
FLAIRax,1,Hyperostosis of skull,34,0.6894894083287766,0.012127446171675492,0.6103224809525841,0.7926189932062434
FLAIRax,1,Watershed infarct,36,0.8092911229065979,0.010674776812554406,0.725103268705022,0.8753750821453635
