finding,pair,context,synergy,ci_lo,ci_hi,sig_pos,sig_neg
Cerebral infarction,T2ax|FLAIRsag,T1ax+SWIax,-0.008637509023578401,-0.01730536244010965,-7.578020723255778e-05,False,True
Cerebral infarction,T2ax|FLAIRsag,FLAIRax+SWIax,-0.004427502594316812,-0.012368378982950849,0.003061571517731498,False,False
Cerebral infarction,T2ax|FLAIRsag,T1ax+FLAIRax+SWIax,-0.003925479628991173,-0.009202811815705803,0.0013752342412782388,False,False
Cerebral infarction,T2ax|SWIax,T1ax,-0.0006052983034925348,-0.013559366974471488,0.011643220968920995,False,False
Cerebral infarction,T2ax|SWIax,FLAIRax,0.005861687914904775,-0.00630937442477984,0.01875062032799833,False,False
Cerebral infarction,T2ax|SWIax,FLAIRsag,-0.01115667241699828,-0.02303225079307842,0.002296416116396844,False,False
Cerebral infarction,T2ax|SWIax,T1ax+FLAIRax,-0.001196869051156751,-0.010224412842503494,0.007503291943516436,False,False
Cerebral infarction,T2ax|SWIax,T1ax+FLAIRsag,-0.002278715271290713,-0.010615960240413284,0.005140378395129822,False,False
Cerebral infarction,T2ax|SWIax,FLAIRax+FLAIRsag,-0.002564921478423998,-0.011223725063264056,0.004836359514064048,False,False
Cerebral infarction,T2ax|SWIax,T1ax+FLAIRax+FLAIRsag,-0.0010624983113778305,-0.007051933013179332,0.004950169391091949,False,False
Cerebral infarction,FLAIRax|FLAIRsag,T1ax,-0.0010234465113214963,-0.012574745213876009,0.011882278234436864,False,False
Cerebral infarction,FLAIRax|FLAIRsag,T2ax,-0.010070898405811794,-0.02201528751576001,0.0021852657812913333,False,False
Cerebral infarction,FLAIRax|FLAIRsag,SWIax,-0.021191518362725578,-0.03418408533003174,-0.009663459344456567,False,True
Cerebral infarction,FLAIRax|FLAIRsag,T1ax+T2ax,0.0018807951756886331,-0.006683083578559757,0.009776697913013813,False,False
Cerebral infarction,FLAIRax|FLAIRsag,T1ax+SWIax,-0.008348751418125161,-0.017144651160120736,0.0012346399290989437,False,False
Cerebral infarction,FLAIRax|FLAIRsag,T2ax+SWIax,-0.0068492503719986345,-0.01571661475610418,0.0018025983367757998,False,False
Cerebral infarction,FLAIRax|FLAIRsag,T1ax+T2ax+SWIax,-0.0036367220235379305,-0.009688143602184323,0.003484553136889522,False,False
Cerebral infarction,FLAIRax|SWIax,T1ax,0.008866384660292635,-0.0034703413803395034,0.020737212410313816,False,False
Cerebral infarction,FLAIRax|SWIax,T2ax,0.0030978104621396238,-0.009174780580914471,0.01689514087563474,False,False
Cerebral infarction,FLAIRax|SWIax,FLAIRsag,-0.0022722924426215006,-0.01651213285735748,0.012966576398563787,False,False
Cerebral infarction,FLAIRax|SWIax,T1ax+T2ax,0.00827481391262842,0.0004940604873342996,0.016393015466162893,True,False
Cerebral infarction,FLAIRax|SWIax,T1ax+FLAIRsag,0.001541079753488972,-0.007437606270541464,0.008691035098849362,False,False
Cerebral infarction,FLAIRax|SWIax,T2ax+FLAIRsag,0.006319458495952782,-0.0027320810160734203,0.015351234750818045,False,False
Cerebral infarction,FLAIRax|SWIax,T1ax+T2ax+FLAIRsag,0.0027572967134018547,-0.003294991086699031,0.008830716040241517,False,False
Cerebral infarction,FLAIRsag|SWIax,T1ax,0.008985836762348876,-0.0028884134817378586,0.021620661603958754,False,False
Cerebral infarction,FLAIRsag|SWIax,T2ax,-0.004126473234692224,-0.01997295565948754,0.009268364253310566,False,False
Cerebral infarction,FLAIRsag|SWIax,FLAIRax,0.0075217841924497065,-0.004524990949358409,0.02039081439620559,False,False
Cerebral infarction,FLAIRsag|SWIax,T1ax+T2ax,0.0073124197945506975,-0.0025889795988620957,0.015613408942207243,False,False
Cerebral infarction,FLAIRsag|SWIax,T1ax+FLAIRax,0.0016605318555452128,-0.006741020344053655,0.010322883847488305,False,False
Cerebral infarction,FLAIRsag|SWIax,T2ax+FLAIRax,-0.0009048252008790661,-0.010009669051025254,0.008524323318706006,False,False
Cerebral infarction,FLAIRsag|SWIax,T1ax+T2ax+FLAIRax,0.0017949025953241334,-0.0047751342287913,0.008249877280380319,False,False
Cerebral hemorrhage,T1ax|T2ax,FLAIRax,0.002979558474516661,-0.013513030185203504,0.018374117080411423,False,False
Cerebral hemorrhage,T1ax|T2ax,FLAIRsag,-0.014973660244516107,-0.029589462674421616,-0.0004944028100779904,False,True
Cerebral hemorrhage,T1ax|T2ax,SWIax,-0.004537325142659843,-0.01855013643839225,0.009607105398084159,False,False
Cerebral hemorrhage,T1ax|T2ax,FLAIRax+FLAIRsag,-0.006637933252743481,-0.016311908361220352,0.0023873006752706295,False,False
Cerebral hemorrhage,T1ax|T2ax,FLAIRax+SWIax,-0.0030592767354326853,-0.011423796584404686,0.005338566619771314,False,False
Cerebral hemorrhage,T1ax|T2ax,FLAIRsag+SWIax,-0.0031893091364860763,-0.013128376842897343,0.006589116207228342,False,False
Cerebral hemorrhage,T1ax|T2ax,FLAIRax+FLAIRsag+SWIax,0.0021919650100590974,-0.005405351941662631,0.010273175393817325,False,False
Cerebral hemorrhage,T1ax|FLAIRax,T2ax,-0.009020102695529145,-0.0262617909286466,0.004890833853343607,False,False
